title,vote_average,vote_count,overview,popularity,genres,worth_watching,clean_overview
Pan's Labyrinth,7.757,9839,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",35.672,"Fantasy, Drama, War",1,living her tyrannical stepfather new home her pregnant mother yearold ofelia feels alone until she explores decaying labyrinth guarded mysterious faun who claims know her destiny if she wishes return her real father ofelia must complete three terrifying tasks
Jumanji,7.239,9833,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",13.444,"Adventure, Fantasy, Family",1,when siblings judy peter discover enchanted board game opens door magical world they unwittingly invite alan adult whos been trapped inside game years into their living room alans only hope freedom finish game which proves risky all three find themselves running giant rhinoceroses evil monkeys other terrifying creatures
Avatar: The Way of Water,7.654,9830,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",241.285,"Science Fiction, Adventure, Action",1,set more than decade after events first film learn story sully family jake neytiri their kids trouble follows them lengths they go keep each other safe battles they fight stay alive tragedies they endure
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.126,9808,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",123.542,"Adventure, Family, Fantasy",1,siblings lucy edmund susan peter step through magical wardrobe find land narnia there they discover charming once peaceful kingdom been plunged into eternal winter evil white witch jadis aided wise magnificent lion aslan children lead narnia into spectacular climactic battle free witchs glacial powers forever
American Psycho,7.4,9797,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",55.224,"Thriller, Drama, Crime",1,wealthy new york investment banking executive hides his alternate psychopathic ego his coworkers friends he escalates deeper into his illogical gratuitous fantasies
X-Men Origins: Wolverine,6.254,9797,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",4.317,"Adventure, Action, Thriller, Science Fiction",0,after seeking live normal life logan sets out avenge death his girlfriend undergoing mutant weapon x program becoming wolverine
The Hangover Part II,6.468,9789,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",51.808,Comedy,0,hangover crew heads thailand stus wedding after disaster bachelor party las vegas last year stu playing safe mellow prewedding brunch however nothing goes planned bangkok perfect setting another adventure rowdy group
Sherlock Holmes: A Game of Shadows,7.13,9742,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes? intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",31.501,"Adventure, Action, Crime, Mystery",1,there new criminal mastermind large professor moriarty not only he holmes intellectual equal but his capacity evil lack conscience may give him advantage over detective
The Fate of the Furious,6.887,9719,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",56.124,"Action, Crime, Thriller",0,when mysterious woman seduces dom into world crime betrayal those closest him crew face trials will test them never before
John Wick: Chapter 3 - Parabellum,7.447,9711,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin?s guild, the High Table, John Wick is excommunicado, but the world?s most ruthless hit men and women await his every turn.",80.825,"Action, Thriller, Crime",1,superassassin john wick returns million price tag his head army bountyhunting killers his trail after killing member shadowy international assassins guild high table john wick excommunicado but worlds most ruthless hit men women await his every turn
Kong: Skull Island,6.514,9696,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",39.514,"Action, Adventure, Fantasy",0,explore mysterious dangerous home king apes team explorers ventures deep inside treacherous primordial island
